maxWorkers,chunkSize,StartIndex,Status,Error,StartClock,EndClock,Slice_Latency,HTTPSRequestCount,HTTPSRequestClocks,HTTPSRequestLatencies,HTTPS Byte RangesHTTPSRequestIDs
5,5,216,success,None,22/Jul/2026:16:43:17.833813,22/Jul/2026:16:43:18.581155,0.7473,18,22/Jul/2026:16:43:13.531553;22/Jul/2026:16:43:07.995822;22/Jul/2026:16:43:17.835732;22/Jul/2026:16:43:16.965187;22/Jul/2026:16:43:16.965126;22/Jul/2026:16:43:16.964428;22/Jul/2026:16:43:16.964726;22/Jul/2026:16:43:14.577007;22/Jul/2026:16:43:16.966994;22/Jul/2026:16:43:16.089386;22/Jul/2026:16:43:15.127396;22/Jul/2026:16:43:17.837253;22/Jul/2026:16:43:17.892215;22/Jul/2026:16:43:07.497601;22/Jul/2026:16:43:06.517434;22/Jul/2026:16:43:16.968155;22/Jul/2026:16:43:17.892048;22/Jul/2026:16:43:17.993003,4.3094;9.8461;0.0064;0.8775;0.8814;0.8838;0.8844;3.2781;0.9293;1.8083;2.7706;0.0639;0.1042;10.4988;11.4790;1.0356;0.1179;0.0439,bytes=498716506-499615592;bytes=1442635423-1443557219;bytes=892558689-892746711;bytes=560825434-560916004;bytes=556996039-557197595;bytes=551793791-552680387;bytes=556652000-556736704;bytes=896800876-896891274;bytes=590059168-590162247;bytes=1731129849-1732020986;bytes=1242568913-1242667105;bytes=900816839-900904258;bytes=949773605-949864187;bytes=1227440496-1228321107;bytes=1042928620-1043846129;bytes=790387473-791287727;bytes=945938518-946040321;bytes=1048842731-1048931148,a04e6294;821e35d7;c6fff0e5;06aa81e3;49539b96;bb74f1b1;df758eb7;1e81853e;78ba7d88;ba419861;84937cdd;585958e1;e127138b;fa1561a7;c67ad1a2;85af612d;f0757b93;ec2eb356
5,5,231,success,None,22/Jul/2026:16:43:17.890669,22/Jul/2026:16:43:18.621717,0.7310,18,22/Jul/2026:16:43:16.966994;22/Jul/2026:16:43:16.089386;22/Jul/2026:16:43:15.127396;22/Jul/2026:16:43:17.837253;22/Jul/2026:16:43:17.892215;22/Jul/2026:16:43:07.497601;22/Jul/2026:16:43:06.517434;22/Jul/2026:16:43:16.968155;22/Jul/2026:16:43:17.892048;22/Jul/2026:16:43:17.993003;22/Jul/2026:16:43:13.532260;22/Jul/2026:16:43:16.091901;22/Jul/2026:16:43:17.894863;22/Jul/2026:16:43:15.103667;22/Jul/2026:16:43:17.891378;22/Jul/2026:16:43:17.891257;22/Jul/2026:16:43:11.104494;22/Jul/2026:16:43:16.091036,0.9293;1.8083;2.7706;0.0639;0.1042;10.4988;11.4790;1.0356;0.1179;0.0439;5.0585;2.5015;0.6997;3.4921;0.7048;0.7057;7.4936;2.5145,bytes=590059168-590162247;bytes=1731129849-1732020986;bytes=1242568913-1242667105;bytes=900816839-900904258;bytes=949773605-949864187;bytes=1227440496-1228321107;bytes=1042928620-1043846129;bytes=790387473-791287727;bytes=945938518-946040321;bytes=1048842731-1048931148;bytes=507862669-507935482;bytes=1743173611-1743396677;bytes=962468537-962584544;bytes=1110920775-1111028965;bytes=943035102-943939758;bytes=942136462-943035101;bytes=955502078-956395727;bytes=1739038699-1739159983,78ba7d88;ba419861;84937cdd;585958e1;e127138b;fa1561a7;c67ad1a2;85af612d;f0757b93;ec2eb356;b0c84cb6;f6ad6ebe;b790e3f3;18555552;ed22b9ae;b033b7b6;0c2ac9d0;d1abf7e3
5,5,268,success,None,22/Jul/2026:16:43:17.998918,22/Jul/2026:16:43:18.807389,0.8085,15,22/Jul/2026:16:43:16.968155;22/Jul/2026:16:43:17.892048;22/Jul/2026:16:43:17.993003;22/Jul/2026:16:43:13.532260;22/Jul/2026:16:43:16.091901;22/Jul/2026:16:43:17.894863;22/Jul/2026:16:43:15.103667;22/Jul/2026:16:43:17.891378;22/Jul/2026:16:43:17.891257;22/Jul/2026:16:43:11.104494;22/Jul/2026:16:43:16.091036;22/Jul/2026:16:43:17.835117;22/Jul/2026:16:43:16.965848;22/Jul/2026:16:43:16.963516;22/Jul/2026:16:43:16.963628,1.0356;0.1179;0.0439;5.0585;2.5015;0.6997;3.4921;0.7048;0.7057;7.4936;2.5145;0.7924;1.6637;1.6701;1.6700,bytes=790387473-791287727;bytes=945938518-946040321;bytes=1048842731-1048931148;bytes=507862669-507935482;bytes=1743173611-1743396677;bytes=962468537-962584544;bytes=1110920775-1111028965;bytes=943035102-943939758;bytes=942136462-943035101;bytes=955502078-956395727;bytes=1739038699-1739159983;bytes=885700910-886589731;bytes=579904055-580817981;bytes=543794075-544681178;bytes=545071620-545181816,85af612d;f0757b93;ec2eb356;b0c84cb6;f6ad6ebe;b790e3f3;18555552;ed22b9ae;b033b7b6;0c2ac9d0;d1abf7e3;51ece658;268fc681;59193dac;bd88ae8d
5,5,254,success,None,22/Jul/2026:16:43:17.989546,22/Jul/2026:16:43:18.815771,0.8262,19,22/Jul/2026:16:43:17.892215;22/Jul/2026:16:43:07.497601;22/Jul/2026:16:43:06.517434;22/Jul/2026:16:43:16.968155;22/Jul/2026:16:43:17.892048;22/Jul/2026:16:43:17.993003;22/Jul/2026:16:43:13.532260;22/Jul/2026:16:43:16.091901;22/Jul/2026:16:43:17.894863;22/Jul/2026:16:43:15.103667;22/Jul/2026:16:43:17.891378;22/Jul/2026:16:43:17.891257;22/Jul/2026:16:43:11.104494;22/Jul/2026:16:43:16.091036;22/Jul/2026:16:43:17.835117;22/Jul/2026:16:43:16.965848;22/Jul/2026:16:43:16.963516;22/Jul/2026:16:43:16.963628;22/Jul/2026:16:43:16.961817,0.1042;10.4988;11.4790;1.0356;0.1179;0.0439;5.0585;2.5015;0.6997;3.4921;0.7048;0.7057;7.4936;2.5145;0.7924;1.6637;1.6701;1.6700;1.8521,bytes=949773605-949864187;bytes=1227440496-1228321107;bytes=1042928620-1043846129;bytes=790387473-791287727;bytes=945938518-946040321;bytes=1048842731-1048931148;bytes=507862669-507935482;bytes=1743173611-1743396677;bytes=962468537-962584544;bytes=1110920775-1111028965;bytes=943035102-943939758;bytes=942136462-943035101;bytes=955502078-956395727;bytes=1739038699-1739159983;bytes=885700910-886589731;bytes=579904055-580817981;bytes=543794075-544681178;bytes=545071620-545181816;bytes=501035482-501934466,e127138b;fa1561a7;c67ad1a2;85af612d;f0757b93;ec2eb356;b0c84cb6;f6ad6ebe;b790e3f3;18555552;ed22b9ae;b033b7b6;0c2ac9d0;d1abf7e3;51ece658;268fc681;59193dac;bd88ae8d;67cf6040
5,5,299,success,None,22/Jul/2026:16:43:18.058964,22/Jul/2026:16:43:18.995809,0.9368,27,22/Jul/2026:16:43:13.532260;22/Jul/2026:16:43:16.091901;22/Jul/2026:16:43:17.894863;22/Jul/2026:16:43:15.103667;22/Jul/2026:16:43:17.891378;22/Jul/2026:16:43:17.891257;22/Jul/2026:16:43:11.104494;22/Jul/2026:16:43:16.091036;22/Jul/2026:16:43:17.835117;22/Jul/2026:16:43:16.965848;22/Jul/2026:16:43:16.963516;22/Jul/2026:16:43:16.963628;22/Jul/2026:16:43:16.961817;22/Jul/2026:16:43:18.624609;22/Jul/2026:16:43:17.837113;22/Jul/2026:16:43:16.057138;22/Jul/2026:16:43:15.863705;22/Jul/2026:16:43:16.968664;22/Jul/2026:16:43:18.811067;22/Jul/2026:16:43:13.536698;22/Jul/2026:16:43:16.089771;22/Jul/2026:16:43:15.127115;22/Jul/2026:16:43:18.624751;22/Jul/2026:16:43:18.002826;22/Jul/2026:16:43:15.072871;22/Jul/2026:16:43:16.968720;22/Jul/2026:16:43:18.001970,5.0585;2.5015;0.6997;3.4921;0.7048;0.7057;7.4936;2.5145;0.7924;1.6637;1.6701;1.6700;1.8521;0.1949;0.9837;2.7642;2.9624;1.8585;0.0339;5.3176;2.7663;3.7366;0.2453;0.8675;3.7984;1.9029;0.8705,bytes=507862669-507935482;bytes=1743173611-1743396677;bytes=962468537-962584544;bytes=1110920775-1111028965;bytes=943035102-943939758;bytes=942136462-943035101;bytes=955502078-956395727;bytes=1739038699-1739159983;bytes=885700910-886589731;bytes=579904055-580817981;bytes=543794075-544681178;bytes=545071620-545181816;bytes=501035482-501934466;bytes=1451080700-1452005269;bytes=896987181-897086177;bytes=1594386911-1595275499;bytes=1440732957-1440839658;bytes=807570942-808458752;bytes=1610838750-1610947477;bytes=588740465-589628498;bytes=1735025339-1735145681;bytes=1236628006-1237534165;bytes=1453122934-1453329839;bytes=1115033977-1115152159;bytes=1040904774-1041016743;bytes=809387157-810302188;bytes=1107227442-1108097473,b0c84cb6;f6ad6ebe;b790e3f3;18555552;ed22b9ae;b033b7b6;0c2ac9d0;d1abf7e3;51ece658;268fc681;59193dac;bd88ae8d;67cf6040;cd926af8;1d2cff47;5f0800dd;a171a1d7;55697ffa;bcebbff8;6b3f04c8;03d46f9b;98312d12;515f5209;b3240621;c078765d;fe74c496;855bf626
5,5,351,success,None,22/Jul/2026:16:43:18.622042,22/Jul/2026:16:43:19.458566,0.8365,28,22/Jul/2026:16:43:17.835117;22/Jul/2026:16:43:16.965848;22/Jul/2026:16:43:16.963516;22/Jul/2026:16:43:16.963628;22/Jul/2026:16:43:16.961817;22/Jul/2026:16:43:18.624609;22/Jul/2026:16:43:17.837113;22/Jul/2026:16:43:16.057138;22/Jul/2026:16:43:15.863705;22/Jul/2026:16:43:16.968664;22/Jul/2026:16:43:18.811067;22/Jul/2026:16:43:13.536698;22/Jul/2026:16:43:16.089771;22/Jul/2026:16:43:15.127115;22/Jul/2026:16:43:18.624751;22/Jul/2026:16:43:18.002826;22/Jul/2026:16:43:15.072871;22/Jul/2026:16:43:16.968720;22/Jul/2026:16:43:18.001970;22/Jul/2026:16:43:18.582577;22/Jul/2026:16:43:16.058487;22/Jul/2026:16:43:18.811003;22/Jul/2026:16:43:17.992398;22/Jul/2026:16:43:16.967502;22/Jul/2026:16:43:18.623921;22/Jul/2026:16:43:16.089547;22/Jul/2026:16:43:18.582312;22/Jul/2026:16:43:18.063195,0.7924;1.6637;1.6701;1.6700;1.8521;0.1949;0.9837;2.7642;2.9624;1.8585;0.0339;5.3176;2.7663;3.7366;0.2453;0.8675;3.7984;1.9029;0.8705;0.4260;2.9518;0.2132;1.0330;2.0585;0.4064;2.9437;0.4628;0.9840,bytes=885700910-886589731;bytes=579904055-580817981;bytes=543794075-544681178;bytes=545071620-545181816;bytes=501035482-501934466;bytes=1451080700-1452005269;bytes=896987181-897086177;bytes=1594386911-1595275499;bytes=1440732957-1440839658;bytes=807570942-808458752;bytes=1610838750-1610947477;bytes=588740465-589628498;bytes=1735025339-1735145681;bytes=1236628006-1237534165;bytes=1453122934-1453329839;bytes=1115033977-1115152159;bytes=1040904774-1041016743;bytes=809387157-810302188;bytes=1107227442-1108097473;bytes=1260745815-1261622240;bytes=1602461006-1602672888;bytes=1610720422-1610838749;bytes=1044835501-1044914701;bytes=782354767-783250184;bytes=1446822380-1447754490;bytes=1732915201-1733821411;bytes=1259659068-1259870836;bytes=1234726708-1234834076,51ece658;268fc681;59193dac;bd88ae8d;67cf6040;cd926af8;1d2cff47;5f0800dd;a171a1d7;55697ffa;bcebbff8;6b3f04c8;03d46f9b;98312d12;515f5209;b3240621;c078765d;fe74c496;855bf626;7dbaccbc;b6bae4e1;7b37e456;c9ac1008;4e100cb7;9e24ef68;fc774085;de1e6d5a;2c6cd4e3
5,5,307,success,None,22/Jul/2026:16:43:18.581487,22/Jul/2026:16:43:19.611418,1.0299,36,22/Jul/2026:16:43:13.532260;22/Jul/2026:16:43:16.091901;22/Jul/2026:16:43:17.894863;22/Jul/2026:16:43:15.103667;22/Jul/2026:16:43:17.891378;22/Jul/2026:16:43:17.891257;22/Jul/2026:16:43:11.104494;22/Jul/2026:16:43:16.091036;22/Jul/2026:16:43:17.835117;22/Jul/2026:16:43:16.965848;22/Jul/2026:16:43:16.963516;22/Jul/2026:16:43:16.963628;22/Jul/2026:16:43:16.961817;22/Jul/2026:16:43:18.624609;22/Jul/2026:16:43:17.837113;22/Jul/2026:16:43:16.057138;22/Jul/2026:16:43:15.863705;22/Jul/2026:16:43:16.968664;22/Jul/2026:16:43:18.811067;22/Jul/2026:16:43:13.536698;22/Jul/2026:16:43:16.089771;22/Jul/2026:16:43:15.127115;22/Jul/2026:16:43:18.624751;22/Jul/2026:16:43:18.002826;22/Jul/2026:16:43:15.072871;22/Jul/2026:16:43:16.968720;22/Jul/2026:16:43:18.001970;22/Jul/2026:16:43:18.582577;22/Jul/2026:16:43:16.058487;22/Jul/2026:16:43:18.811003;22/Jul/2026:16:43:17.992398;22/Jul/2026:16:43:16.967502;22/Jul/2026:16:43:18.623921;22/Jul/2026:16:43:16.089547;22/Jul/2026:16:43:18.582312;22/Jul/2026:16:43:18.063195,5.0585;2.5015;0.6997;3.4921;0.7048;0.7057;7.4936;2.5145;0.7924;1.6637;1.6701;1.6700;1.8521;0.1949;0.9837;2.7642;2.9624;1.8585;0.0339;5.3176;2.7663;3.7366;0.2453;0.8675;3.7984;1.9029;0.8705;0.4260;2.9518;0.2132;1.0330;2.0585;0.4064;2.9437;0.4628;0.9840,bytes=507862669-507935482;bytes=1743173611-1743396677;bytes=962468537-962584544;bytes=1110920775-1111028965;bytes=943035102-943939758;bytes=942136462-943035101;bytes=955502078-956395727;bytes=1739038699-1739159983;bytes=885700910-886589731;bytes=579904055-580817981;bytes=543794075-544681178;bytes=545071620-545181816;bytes=501035482-501934466;bytes=1451080700-1452005269;bytes=896987181-897086177;bytes=1594386911-1595275499;bytes=1440732957-1440839658;bytes=807570942-808458752;bytes=1610838750-1610947477;bytes=588740465-589628498;bytes=1735025339-1735145681;bytes=1236628006-1237534165;bytes=1453122934-1453329839;bytes=1115033977-1115152159;bytes=1040904774-1041016743;bytes=809387157-810302188;bytes=1107227442-1108097473;bytes=1260745815-1261622240;bytes=1602461006-1602672888;bytes=1610720422-1610838749;bytes=1044835501-1044914701;bytes=782354767-783250184;bytes=1446822380-1447754490;bytes=1732915201-1733821411;bytes=1259659068-1259870836;bytes=1234726708-1234834076,b0c84cb6;f6ad6ebe;b790e3f3;18555552;ed22b9ae;b033b7b6;0c2ac9d0;d1abf7e3;51ece658;268fc681;59193dac;bd88ae8d;67cf6040;cd926af8;1d2cff47;5f0800dd;a171a1d7;55697ffa;bcebbff8;6b3f04c8;03d46f9b;98312d12;515f5209;b3240621;c078765d;fe74c496;855bf626;7dbaccbc;b6bae4e1;7b37e456;c9ac1008;4e100cb7;9e24ef68;fc774085;de1e6d5a;2c6cd4e3
5,5,421,success,None,22/Jul/2026:16:43:18.996163,22/Jul/2026:16:43:19.665181,0.6690,9,22/Jul/2026:16:43:18.582577;22/Jul/2026:16:43:16.058487;22/Jul/2026:16:43:18.811003;22/Jul/2026:16:43:17.992398;22/Jul/2026:16:43:16.967502;22/Jul/2026:16:43:18.623921;22/Jul/2026:16:43:16.089547;22/Jul/2026:16:43:18.582312;22/Jul/2026:16:43:18.063195,0.4260;2.9518;0.2132;1.0330;2.0585;0.4064;2.9437;0.4628;0.9840,bytes=1260745815-1261622240;bytes=1602461006-1602672888;bytes=1610720422-1610838749;bytes=1044835501-1044914701;bytes=782354767-783250184;bytes=1446822380-1447754490;bytes=1732915201-1733821411;bytes=1259659068-1259870836;bytes=1234726708-1234834076,7dbaccbc;b6bae4e1;7b37e456;c9ac1008;4e100cb7;9e24ef68;fc774085;de1e6d5a;2c6cd4e3
5,5,388,success,None,22/Jul/2026:16:43:18.807726,22/Jul/2026:16:43:19.666045,0.8583,24,22/Jul/2026:16:43:16.961817;22/Jul/2026:16:43:18.624609;22/Jul/2026:16:43:17.837113;22/Jul/2026:16:43:16.057138;22/Jul/2026:16:43:15.863705;22/Jul/2026:16:43:16.968664;22/Jul/2026:16:43:18.811067;22/Jul/2026:16:43:13.536698;22/Jul/2026:16:43:16.089771;22/Jul/2026:16:43:15.127115;22/Jul/2026:16:43:18.624751;22/Jul/2026:16:43:18.002826;22/Jul/2026:16:43:15.072871;22/Jul/2026:16:43:16.968720;22/Jul/2026:16:43:18.001970;22/Jul/2026:16:43:18.582577;22/Jul/2026:16:43:16.058487;22/Jul/2026:16:43:18.811003;22/Jul/2026:16:43:17.992398;22/Jul/2026:16:43:16.967502;22/Jul/2026:16:43:18.623921;22/Jul/2026:16:43:16.089547;22/Jul/2026:16:43:18.582312;22/Jul/2026:16:43:18.063195,1.8521;0.1949;0.9837;2.7642;2.9624;1.8585;0.0339;5.3176;2.7663;3.7366;0.2453;0.8675;3.7984;1.9029;0.8705;0.4260;2.9518;0.2132;1.0330;2.0585;0.4064;2.9437;0.4628;0.9840,bytes=501035482-501934466;bytes=1451080700-1452005269;bytes=896987181-897086177;bytes=1594386911-1595275499;bytes=1440732957-1440839658;bytes=807570942-808458752;bytes=1610838750-1610947477;bytes=588740465-589628498;bytes=1735025339-1735145681;bytes=1236628006-1237534165;bytes=1453122934-1453329839;bytes=1115033977-1115152159;bytes=1040904774-1041016743;bytes=809387157-810302188;bytes=1107227442-1108097473;bytes=1260745815-1261622240;bytes=1602461006-1602672888;bytes=1610720422-1610838749;bytes=1044835501-1044914701;bytes=782354767-783250184;bytes=1446822380-1447754490;bytes=1732915201-1733821411;bytes=1259659068-1259870836;bytes=1234726708-1234834076,67cf6040;cd926af8;1d2cff47;5f0800dd;a171a1d7;55697ffa;bcebbff8;6b3f04c8;03d46f9b;98312d12;515f5209;b3240621;c078765d;fe74c496;855bf626;7dbaccbc;b6bae4e1;7b37e456;c9ac1008;4e100cb7;9e24ef68;fc774085;de1e6d5a;2c6cd4e3
5,5,410,success,None,22/Jul/2026:16:43:18.816089,22/Jul/2026:16:43:19.716539,0.9004,23,22/Jul/2026:16:43:18.624609;22/Jul/2026:16:43:17.837113;22/Jul/2026:16:43:16.057138;22/Jul/2026:16:43:15.863705;22/Jul/2026:16:43:16.968664;22/Jul/2026:16:43:18.811067;22/Jul/2026:16:43:13.536698;22/Jul/2026:16:43:16.089771;22/Jul/2026:16:43:15.127115;22/Jul/2026:16:43:18.624751;22/Jul/2026:16:43:18.002826;22/Jul/2026:16:43:15.072871;22/Jul/2026:16:43:16.968720;22/Jul/2026:16:43:18.001970;22/Jul/2026:16:43:18.582577;22/Jul/2026:16:43:16.058487;22/Jul/2026:16:43:18.811003;22/Jul/2026:16:43:17.992398;22/Jul/2026:16:43:16.967502;22/Jul/2026:16:43:18.623921;22/Jul/2026:16:43:16.089547;22/Jul/2026:16:43:18.582312;22/Jul/2026:16:43:18.063195,0.1949;0.9837;2.7642;2.9624;1.8585;0.0339;5.3176;2.7663;3.7366;0.2453;0.8675;3.7984;1.9029;0.8705;0.4260;2.9518;0.2132;1.0330;2.0585;0.4064;2.9437;0.4628;0.9840,bytes=1451080700-1452005269;bytes=896987181-897086177;bytes=1594386911-1595275499;bytes=1440732957-1440839658;bytes=807570942-808458752;bytes=1610838750-1610947477;bytes=588740465-589628498;bytes=1735025339-1735145681;bytes=1236628006-1237534165;bytes=1453122934-1453329839;bytes=1115033977-1115152159;bytes=1040904774-1041016743;bytes=809387157-810302188;bytes=1107227442-1108097473;bytes=1260745815-1261622240;bytes=1602461006-1602672888;bytes=1610720422-1610838749;bytes=1044835501-1044914701;bytes=782354767-783250184;bytes=1446822380-1447754490;bytes=1732915201-1733821411;bytes=1259659068-1259870836;bytes=1234726708-1234834076,cd926af8;1d2cff47;5f0800dd;a171a1d7;55697ffa;bcebbff8;6b3f04c8;03d46f9b;98312d12;515f5209;b3240621;c078765d;fe74c496;855bf626;7dbaccbc;b6bae4e1;7b37e456;c9ac1008;4e100cb7;9e24ef68;fc774085;de1e6d5a;2c6cd4e3
